0	1	cluster
-2623.8834482646466	13795.8372304485	122
-2549.035111347368	13838.553178661943	122
-2563.569945521385	13847.38596752443	122
-2512.871115076117	13823.311551617244	122
-2513.6221948086772	13776.815459652234	122
-2492.005212531262	13781.134023029535	122
-2374.694177410391	13771.48397833681	122
-2269.2255432505867	13863.984031448741	122
-2402.2385453246125	13860.477089838098	122
-2481.645289122021	13939.761493620257	122
-2433.6817412967084	13945.299750710728	122
-2399.5850626839	13976.478266983158	122
-2361.2115739564856	14082.861284241342	122
-2234.3582100117287	13980.921106952212	122
-2104.5996690346815	14092.643901170877	122
-2203.5227599204745	14222.905214974837	122
-2160.424644092978	14235.104748655105	122
-2310.6124676037125	14103.614626271345	122
-2199.2411022622005	14162.840935046319	122
-2227.8267576908192	14173.682454254138	122
-2348.452532960679	14014.544284353953	122
-2425.6710852128435	13975.263495035286	122
-2424.8198183984077	13978.168940956892	122
-2598.8281449029864	13888.254428552476	122
-2572.586911079481	13950.440500935412	122
-2668.096761468139	13935.11396521669	122
-2692.0455147700973	14098.170519408515	122
-2733.9398845874757	14041.722581470314	122
-2857.6502881378588	14052.995849671064	122
-3011.009630892662	14044.514131892876	122
-2982.555279142808	14216.47219710224	122
-2981.2513673712797	14051.57856048573	122
-3010.1731859647357	14181.195238683897	122
-3138.6756193077026	14113.503358078404	122
-3135.0832956637746	14118.80914771317	122
-3144.300570616015	14103.377579297696	122
-3161.021019986828	14074.302501213151	122
-3269.3041384346484	13975.409409030166	122
-3288.5547663351444	13962.402678070614	122
-3304.8536658484377	14036.543933257783	122
-3362.0798208110305	14000.437787552915	122
-3239.2657211172345	13917.86596163285	122
-3210.23251290448	14064.808235822364	122
-3287.857072537342	13983.627475762534	122
-3342.422372009931	14057.492016136885	122
-3343.382985998876	14044.676984355923	122
-3385.1864199158863	14014.695404590779	122
-3385.986871805247	14014.379843193454	122
-3469.053773428614	13957.291869429226	122
-3471.5041901913146	13899.52784859395	122
-3458.7662876030336	13956.98333736364	122
-3413.805225776872	13946.055699830013	122
-3543.287387912381	14068.216666867984	122
-3542.0127525275684	14065.823641352363	122
-3551.316307343404	14074.527430922732	122
-3604.0745246747533	13907.140117296609	122
-3604.8127837813013	13757.369691671109	122
-3463.4162817779784	13797.609709176468	122
-3489.799135618359	13624.143591879805	122
-3478.436537755294	13627.631159494436	122
-3479.843572063264	13639.533026774568	122
-3589.336771530305	13754.132464053166	122
-3398.571266882675	13770.778779547243	122
-3198.776307188817	13769.793406849385	122
-3121.6810848245586	13730.627579320842	122
-3147.1654702809587	13790.09183637304	122
-3014.639880624504	13901.645474951103	122
-3062.364563550785	13827.249333602005	122
-3095.306106727517	13823.04616670423	122
-3154.263003574075	13924.589560995742	122
-3116.815260728972	13871.1011341881	122
-3268.9011512485467	13980.41089814886	122
-3255.678116843612	13799.862381392166	122
-3293.3171115354307	13763.412973894043	122
-3330.958210195469	13736.502395518226	122
-3203.515424796382	13763.348738342307	122
-3278.734895230744	13759.415174883728	122
-3364.1862140149824	13655.99521523915	122
-3455.308974677129	13525.561571201648	122
-3462.170079508089	13560.232669707546	122
-3582.869494148661	13505.082919429111	122
-3508.859768316349	13525.159398751104	122
-3514.1157307831977	13530.095050450562	122
-3500.0230601413236	13510.416034062002	122
-3605.926364137967	13425.475920242663	122
-3595.1241257110387	13492.871768835557	122
-3585.8951101727125	13557.19443442712	122
-3583.2300638117144	13557.614076937805	122
-3530.5938190867114	13490.690179540168	122
-3500.5408248871577	13343.867671455342	122
-3467.308254308605	13174.363917228464	122
-3621.759156229195	13111.778286819468	122
-3768.301747856709	13090.87161865569	122
-3712.099358708406	13049.99402175145	122
-3788.256492917151	12926.321585806432	122
-3885.913068766277	12919.722879665112	122
-3937.190862476087	12844.085251071278	122
-3796.740609981898	12837.112079466035	122
-3808.8844716500175	12858.9930614822	122
-3888.134695777621	13003.551785227537	122
