id	0	1	cluster
175.0	-8489.486343056584	-921.0231794131917	6.0
176.0	-8417.204536783338	-956.8272026890236	6.0
177.0	-8415.035561409883	-963.1135038246899	6.0
178.0	-8513.211084642655	-964.3850209297183	6.0
179.0	-8345.49005674917	-882.1662190625377	6.0
180.0	-8372.659864188625	-815.6851917997498	6.0
181.0	-8353.210393438969	-847.3565007920424	6.0
182.0	-8366.310144436375	-846.4212865769749	6.0
183.0	-8256.887497509062	-828.6353982694203	6.0
184.0	-8285.022258875088	-820.8287576203493	6.0
185.0	-8271.912969871495	-682.4283581305527	6.0
186.0	-8380.938492245687	-843.7251886757061	6.0
187.0	-8427.746388280548	-865.0840429682829	6.0
188.0	-8440.282838981495	-830.3605369677449	6.0
189.0	-8394.270899730927	-832.2941506858517	6.0
190.0	-8426.249313076289	-942.9860251087746	6.0
191.0	-8406.76459266693	-916.2222651848413	6.0
192.0	-8482.104304546167	-961.986860643668	6.0
193.0	-8374.551610759609	-845.9967418282813	6.0
194.0	-8266.52873978271	-988.1018753105504	6.0
195.0	-8273.010567126066	-1023.3034781641096	6.0
196.0	-8301.011090072312	-1043.276013125424	6.0
197.0	-8231.752047364362	-1022.4651955969966	6.0
198.0	-8394.49366761686	-970.1092055240988	6.0
199.0	-8514.111298020265	-929.908356463688	6.0
200.0	-8503.687606793603	-824.2048099066997	6.0
201.0	-8683.292270225413	-903.474950600916	6.0
202.0	-8706.175509351357	-945.9791749108003	6.0
203.0	-8651.43361679666	-974.546574275274	6.0
204.0	-8668.614993558094	-840.4200472022861	6.0
205.0	-8646.327539617894	-649.4076793631467	6.0
206.0	-8673.33775995619	-623.596969915343	6.0
207.0	-8725.893835282226	-688.9882817395427	6.0
208.0	-8835.108225721408	-754.2536661832321	6.0
209.0	-8797.310241099085	-620.3954344756501	6.0
210.0	-8690.958707668193	-558.8835340703813	6.0
211.0	-8587.75642123772	-457.52158860421736	6.0
212.0	-8610.06419744672	-428.7586113804258	6.0
213.0	-8615.544555377295	-406.8110169294001	6.0
214.0	-8499.603363463695	-286.2579325825505	6.0
215.0	-8484.84383492917	-250.91767073695286	6.0
216.0	-8465.302188940672	-251.49718975786323	6.0
217.0	-8346.313032401871	-141.8652432068939	6.0
218.0	-8433.912791728091	-222.3236150083601	6.0
219.0	-8341.931315582113	-349.0088322090817	6.0
220.0	-8516.662460589547	-354.42985507284413	6.0
221.0	-8475.50086583389	-357.95111768850035	6.0
222.0	-8326.909374220118	-325.2588394343592	6.0
223.0	-8294.417025955194	-472.8987543077035	6.0
224.0	-8298.994562139393	-469.8971130882043	6.0
225.0	-8246.290757422667	-445.15811758985876	6.0
226.0	-8193.04181104313	-605.1173601359648	6.0
227.0	-8117.103182160892	-425.34174127474336	6.0
228.0	-8195.790809990796	-533.6533577683458	6.0
229.0	-8054.345332412256	-615.5628579984648	6.0
230.0	-8001.334202143023	-467.1850656821865	6.0
231.0	-8041.070669294792	-386.58340559140487	6.0
232.0	-8022.870321075378	-336.6732509221418	6.0
233.0	-8083.417418066866	-414.32745967787173	6.0
234.0	-8109.2239928372155	-435.7747115955143	6.0
235.0	-8028.981049737321	-435.6133869276098	6.0
236.0	-8081.244399164105	-512.3712383466504	6.0
237.0	-8065.0080141725175	-550.2507512299063	6.0
238.0	-8116.815309258437	-504.58400168239797	6.0
239.0	-8175.851275819985	-555.6045122880837	6.0
240.0	-8150.841614339849	-603.5287242296263	6.0
241.0	-8276.571752334004	-549.7281324907473	6.0
242.0	-8299.346954634417	-525.9167800692628	6.0
243.0	-8383.383801532906	-392.1792519601594	6.0
244.0	-8269.461225618548	-534.7590462819029	6.0
245.0	-8138.307890095722	-429.7910904127872	6.0
246.0	-8148.090048051515	-438.8504941922438	6.0
247.0	-8306.154041230477	-418.2084883155072	6.0
248.0	-8302.627234328347	-420.2366316383462	6.0
249.0	-8213.238572712253	-341.5628114835962	6.0
250.0	-8155.189858178979	-394.07456250388606	6.0
251.0	-8162.87896906103	-332.9566682451133	6.0
252.0	-8075.863206577133	-424.53171396644564	6.0
253.0	-8055.281061030303	-585.578719223367	6.0
254.0	-8088.1887877026575	-669.6004362780146	6.0
255.0	-7991.258606520717	-577.2143148745598	6.0
256.0	-7866.307427659094	-444.44245244950463	6.0
257.0	-7879.816722285146	-419.4783851030018	6.0
258.0	-7965.8900317016505	-302.94561642910384	6.0
259.0	-7972.025156999491	-289.08662262987576	6.0
260.0	-8077.990731127728	-292.6024760759989	6.0
261.0	-8058.091464180343	-359.32406923377266	6.0
262.0	-8181.204098486977	-227.83965652183483	6.0
263.0	-8208.700062302612	-270.8036525033051	6.0
264.0	-8225.355163538381	-284.714621335988	6.0
265.0	-8229.730725177205	-290.8355534043305	6.0
266.0	-8403.789815358457	-344.4585520374752	6.0
267.0	-8391.567301871934	-357.37070047356474	6.0
268.0	-8448.91510796695	-368.05638096946393	6.0
269.0	-8587.972399317174	-383.6106159313193	6.0
270.0	-8615.37660822535	-232.02964720166497	6.0
271.0	-8583.39274696736	-99.57164002588793	6.0
272.0	-8546.697803632795	-70.42075117605089	6.0
273.0	-8510.723195631681	-49.65388017386314	6.0
274.0	-8527.211228354208	70.63172044016903	6.0
275.0	-8541.976032990577	81.52231981975025	6.0
276.0	-8624.829551015311	-48.44544738122427	6.0
277.0	-8622.156041172972	-101.49677296274744	6.0
278.0	-8676.872598280146	-110.85444830573772	6.0
279.0	-8601.836779153531	-100.76096279242184	6.0
280.0	-8531.007200568849	-16.519012152321903	6.0
281.0	-8628.121362119438	-190.2125710601236	6.0
282.0	-8788.554034974113	-77.21542932772877	6.0
283.0	-8878.385495437165	-72.17576113878444	6.0
284.0	-8849.76695314915	-17.585978382587314	6.0
285.0	-8857.085661562225	-18.04310352626189	6.0
286.0	-8833.725949530908	-205.346799326602	6.0
287.0	-8750.785381342319	-312.8617039681992	6.0
288.0	-8749.100326847081	-312.0422597547912	6.0
289.0	-8814.314075867362	-311.95064664389355	6.0
290.0	-8789.819364388833	-345.2815197347486	6.0
291.0	-8893.563242924325	-413.7503849410992	6.0
292.0	-8811.388473147861	-492.79619875764473	6.0
293.0	-8876.222045842818	-560.977447476973	6.0
294.0	-8894.054225845784	-539.4530489538438	6.0
295.0	-8878.702043329973	-468.1239714152765	6.0
296.0	-8805.642243773891	-553.7069420671913	6.0
297.0	-8826.315371631777	-461.8467092432003	6.0
298.0	-8753.346496289398	-331.69028200324846	6.0
299.0	-8670.235333099441	-192.2311306175482	6.0
300.0	-8657.138029691752	-278.8244070343391	6.0
301.0	-8670.882265982144	-277.29203869235226	6.0
302.0	-8660.881957833637	-288.20397685394465	6.0
303.0	-8661.666080539875	-483.19926378962754	6.0
304.0	-8656.215444769297	-465.8371473055088	6.0
305.0	-8800.414484127938	-407.4108680257174	6.0
306.0	-8783.561057511559	-396.8274945024132	6.0
307.0	-8850.623443167811	-410.7619106532985	6.0
308.0	-8966.635877365708	-293.493599138438	6.0
309.0	-9078.609575852306	-289.22195174773464	6.0
310.0	-8962.78959524853	-434.3664832930009	6.0
311.0	-8901.22720970562	-571.7443477836313	6.0
312.0	-8913.90465957307	-581.1069582220289	6.0
313.0	-8856.887904860987	-658.0131947736977	6.0
314.0	-8983.78641830002	-737.6432132279849	6.0
315.0	-8980.424157847254	-797.6552634148833	6.0
316.0	-8893.903410809826	-750.9222504428052	6.0
317.0	-8859.797167666573	-787.8907474919644	6.0
318.0	-8754.415108910132	-859.9179164499644	6.0
319.0	-8684.056101180866	-897.437337622595	6.0
320.0	-8717.650620245991	-920.4875966855703	6.0
321.0	-8807.291691558179	-1059.4602978206724	6.0
322.0	-8699.654373779087	-1077.2957866431434	6.0
323.0	-8632.033403150774	-1080.7998598514073	6.0
324.0	-8531.94329513207	-1166.4479283818089	6.0
325.0	-8545.055284663324	-1181.9472703905744	6.0
326.0	-8432.616495548009	-1087.448994366844	6.0
327.0	-8420.704369405317	-1193.8862483721941	6.0
328.0	-8397.046579350494	-1259.7651995622687	6.0
329.0	-8419.006317153555	-1289.0977155340504	6.0
330.0	-8579.486590038101	-1293.892719855867	6.0
331.0	-8635.636484978404	-1318.9417979653301	6.0
332.0	-8818.176536299707	-1394.301405081095	6.0
333.0	-8649.716983042623	-1440.1510433627302	6.0
334.0	-8705.926303734865	-1538.091707076201	6.0
335.0	-8702.08447912897	-1539.4310163086575	6.0
336.0	-8600.955961687378	-1611.5105461995147	6.0
337.0	-8674.33024025856	-1574.76078973013	6.0
338.0	-8552.986330503109	-1640.382550884957	6.0
339.0	-8567.690386086766	-1596.8007405696371	6.0
340.0	-8490.645206613437	-1520.1236232627698	6.0
341.0	-8438.807236750168	-1569.1782808936248	6.0
342.0	-8559.664813388108	-1591.3000480474136	6.0
343.0	-8521.916123636354	-1657.9236593683668	6.0
344.0	-8659.14245415908	-1792.7972483316196	6.0
345.0	-8577.48579539199	-1791.7980695872257	6.0
346.0	-8683.381249012782	-1632.6030585795165	6.0
347.0	-8845.953355717262	-1700.9423960986726	6.0
348.0	-8882.599950882202	-1713.5611499517236	6.0
349.0	-8926.248790182628	-1708.385473415996	6.0
350.0	-8840.699920272677	-1763.3243183636594	6.0
351.0	-8799.480906329654	-1817.8646044304694	6.0
352.0	-8908.486342828852	-1726.678627685182	6.0
353.0	-8878.880296823783	-1760.8093384126705	6.0
354.0	-8953.761265129777	-1655.5006927574984	6.0
355.0	-8839.574994504355	-1604.5898763518935	6.0
356.0	-8730.991275063116	-1438.7294727991864	6.0
357.0	-8861.669550263625	-1408.5889118648001	6.0
358.0	-8874.952456931655	-1384.8167243273306	6.0
359.0	-8801.279527727338	-1464.7977332891626	6.0
360.0	-8827.158330572303	-1438.5361246328794	6.0
361.0	-8899.45840843876	-1550.4655322767862	6.0
362.0	-8935.719056799679	-1665.1952994942874	6.0
363.0	-9078.886963596284	-1636.0635918617193	6.0
364.0	-9215.607748666152	-1692.0881530387023	6.0
365.0	-9240.670677187842	-1732.8786285831934	6.0
366.0	-9287.720873382237	-1691.8606592873914	6.0
367.0	-9458.466588016294	-1678.537101036864	6.0
368.0	-9457.785800335016	-1678.8978321791528	6.0
369.0	-9508.352089084558	-1709.9899808680814	6.0
370.0	-9553.01390441085	-1679.1320979144782	6.0
371.0	-9594.766641261482	-1720.1300204195898	6.0
372.0	-9598.118389767898	-1694.3175004825516	6.0
373.0	-9528.584340357773	-1862.6815709028297	6.0
374.0	-9594.693675601491	-1796.3353707631045	6.0
375.0	-9527.803553811396	-1630.6803663249393	6.0
376.0	-9590.880929638637	-1665.3645862218366	6.0
377.0	-9462.806309112502	-1562.999894099487	6.0
378.0	-9489.531574899373	-1543.3265538186565	6.0
379.0	-9498.60451303491	-1687.1667269236386	6.0
380.0	-9372.985125339092	-1820.769728865608	6.0
381.0	-9448.306513664156	-1768.1921885569477	6.0
382.0	-9319.105499667725	-1681.8579443943133	6.0
383.0	-9268.591458332035	-1734.7929273299906	6.0
384.0	-9342.03253116967	-1661.8778926674247	6.0
385.0	-9346.009814068511	-1663.4242095833954	6.0
386.0	-9374.625796224283	-1641.7247928750373	6.0
387.0	-9371.356908060232	-1785.775996450761	6.0
388.0	-9254.239952058091	-1715.1147296259217	6.0
389.0	-9124.873344469239	-1786.2118603724032	6.0
390.0	-9264.093766593209	-1889.2298445281754	6.0
391.0	-9258.05279717704	-1954.7007432828213	6.0
392.0	-9217.303764878512	-2007.1566078836279	6.0
393.0	-9148.328380616646	-1986.6294476365285	6.0
394.0	-9183.995193892619	-2065.395135718753	6.0
395.0	-9197.3479207583	-2083.84429882655	6.0
396.0	-9210.781315605225	-2186.260061502508	6.0
397.0	-9218.19378618008	-2101.35896800528	6.0
398.0	-9024.848031982314	-2092.742721374325	6.0
399.0	-8848.106369935496	-2069.1101569083967	6.0
400.0	-8884.63216780183	-2082.31282276115	6.0
401.0	-9052.217999110891	-2168.8929487533496	6.0
402.0	-9015.916629417885	-2222.600206252096	6.0
403.0	-9129.363273670113	-2081.4037138246795	6.0
404.0	-9168.89131964842	-2149.96187480698	6.0
405.0	-9109.195691467385	-2076.128429015831	6.0
406.0	-9058.501137346524	-2068.342988509219	6.0
407.0	-9172.524634673291	-2059.309504068004	6.0
408.0	-9150.021009766257	-2193.2312897813686	6.0
409.0	-9112.952000030387	-2170.2781749237083	6.0
410.0	-9210.4045238861	-2288.9326028743467	6.0
411.0	-9308.208482367634	-2428.229256876763	6.0
412.0	-9326.487861275398	-2414.7727386846104	6.0
413.0	-9394.916804012768	-2536.1710038155024	6.0
414.0	-9432.515695568063	-2638.8433840164225	6.0
415.0	-9416.359990544794	-2570.032911366773	6.0
416.0	-9479.141599851435	-2459.901718220968	6.0
417.0	-9465.849874762576	-2371.723151519199	6.0
418.0	-9516.17755193618	-2221.583554576725	6.0
419.0	-9543.94924850423	-2193.375300997955	6.0
420.0	-9591.854605503553	-2215.2399512144198	6.0
421.0	-9586.994919077206	-2205.272728411223	6.0
422.0	-9440.309758133655	-2249.5188944663296	6.0
423.0	-9439.27798091236	-2227.5244526425654	6.0
424.0	-9470.481798883466	-2224.651081092481	6.0
425.0	-9437.775546783108	-2362.289963702512	6.0
426.0	-9380.602091031951	-2403.705124280622	6.0
427.0	-9510.947718968528	-2270.724628018037	6.0
428.0	-9485.343544781796	-2205.8255590632602	6.0
429.0	-9582.644354575054	-2122.594585441423	6.0
430.0	-9687.70150698921	-2176.001138688275	6.0
431.0	-9758.772725215207	-2086.970248221956	6.0
432.0	-9954.36910404905	-2057.657093007077	6.0
433.0	-10037.107555728036	-2138.694763475393	6.0
434.0	-10050.271139675537	-2246.3846990585967	6.0
435.0	-10157.12559607749	-2194.6964544566667	6.0
436.0	-10105.159124519263	-2127.336524562636	6.0
437.0	-10135.216188797249	-2146.2757027971397	6.0
438.0	-10151.548014069007	-2119.207153283297	6.0
439.0	-10158.850258388713	-2065.959100732654	6.0
440.0	-10085.583063877508	-2035.4653245128995	6.0
441.0	-10099.39548529966	-2049.886406675292	6.0
442.0	-10183.573772336309	-2197.142341869155	6.0
443.0	-10016.618738888365	-2256.6640634586593	6.0
444.0	-9942.907506346362	-2205.2976354318603	6.0
445.0	-9947.542388436344	-2206.079740545228	6.0
446.0	-10138.241917117462	-2163.174722145647	6.0
447.0	-10181.662655468921	-2198.330116264041	6.0
448.0	-10178.166897544264	-2192.097317176545	6.0
449.0	-10065.385691842184	-2345.1162789309265	6.0
450.0	-9971.083601539256	-2227.7161016913365	6.0
451.0	-9884.76967983803	-2185.707834315725	6.0
452.0	-9943.276081709448	-2059.3982675759353	6.0
453.0	-9902.671803665608	-2109.9742639327733	6.0
454.0	-9775.830121002546	-2225.407177721875	6.0
455.0	-9903.673266408256	-2159.635489906197	6.0
456.0	-9985.006107164016	-2220.4880378254	6.0
457.0	-10040.758153169436	-2402.977988123517	6.0
458.0	-9975.089792807215	-2279.9550494244845	6.0
459.0	-9975.296149912669	-2212.3618198029685	6.0
460.0	-10018.360761962016	-2128.185395485956	6.0
461.0	-9946.588720246724	-1998.6508970232621	6.0
462.0	-10036.758017412483	-1901.0230077055865	6.0
463.0	-10062.052836373665	-2050.596601059373	6.0
464.0	-9969.215750647973	-2027.7823999616974	6.0
465.0	-9931.22167250074	-2008.8149458066287	6.0
466.0	-9948.922519790682	-1994.2226936235254	6.0
467.0	-9946.050462980038	-2003.26740186176	6.0
468.0	-9942.5281399006	-1987.864023883844	6.0
469.0	-9902.404691015048	-1948.86045540797	6.0
470.0	-9866.954884566336	-1995.3210486371695	6.0
471.0	-9847.975757901604	-2015.7735984702915	6.0
472.0	-9877.946112424834	-2077.379609812316	6.0
473.0	-9879.497132922663	-1935.0920851473209	6.0
474.0	-10048.804340425815	-1938.8900363973721	6.0
475.0	-10133.885012489509	-1808.1166476471044	6.0
476.0	-10140.171957310378	-1733.6832247134014	6.0
477.0	-10059.049280910189	-1909.7099700407955	6.0
478.0	-10083.123625971832	-1899.416877290668	6.0
479.0	-10034.064215873466	-1879.0173176150588	6.0
480.0	-9966.714509196592	-1857.264086077724	6.0
481.0	-9996.80992238404	-1725.4642112318936	6.0
482.0	-10022.011375398299	-1756.286121191912	6.0
483.0	-10185.648705798565	-1774.517961924826	6.0
484.0	-10043.071603904638	-1647.055856657402	6.0
485.0	-9970.93095809117	-1764.5222030033206	6.0
486.0	-10052.8052874491	-1757.8244994558588	6.0
487.0	-9937.827638586568	-1614.1886176664948	6.0
488.0	-9958.434504647705	-1646.3162988370334	6.0
489.0	-10010.74843297646	-1814.5696684494396	6.0
490.0	-9914.842441632543	-1761.5449147233567	6.0
491.0	-10021.058453624772	-1671.5879077592374	6.0
492.0	-9937.046463036791	-1682.5877127807294	6.0
493.0	-9857.772078180762	-1757.889204648172	6.0
494.0	-9952.991054321568	-1807.1681391593545	6.0
495.0	-9919.557023512072	-1840.8660936885888	6.0
496.0	-9914.272886133713	-1850.630657412093	6.0
497.0	-9794.77185079397	-1917.5086473415206	6.0
498.0	-9748.772995761025	-2004.8886944004248	6.0
499.0	-9630.717864100548	-1969.7629416325449	6.0
500.0	-9684.983048339273	-1826.2278992430795	6.0
501.0	-9680.020349296605	-1821.0142703060849	6.0
502.0	-9705.95794489094	-1737.9875479204745	6.0
503.0	-9671.378788710204	-1710.7166454058042	6.0
504.0	-9819.301602311703	-1802.7785755911261	6.0
505.0	-9799.653007487344	-1769.5667696573728	6.0
506.0	-9813.423955757691	-1733.9232069451316	6.0
507.0	-9886.704595088246	-1729.2323007819175	6.0
508.0	-9908.649720446185	-1731.0328583862558	6.0
509.0	-9887.040236405106	-1724.574919178285	6.0
510.0	-9816.854603085107	-1744.105645064731	6.0
511.0	-9744.37844095652	-1789.5020494582222	6.0
512.0	-9747.035842594893	-1785.366228343921	6.0
513.0	-9812.321266335326	-1817.467914280448	6.0
514.0	-9749.949017072016	-1825.8154585654447	6.0
515.0	-9614.749023156292	-1881.6915350784827	6.0
516.0	-9490.978336702132	-1951.939654883768	6.0
517.0	-9468.598053233478	-2020.0773259902667	6.0
518.0	-9579.449555376115	-2107.6718475002435	6.0
519.0	-9575.235997660437	-2110.961833884748	6.0
520.0	-9553.014448651309	-2107.5486194477567	6.0
521.0	-9690.15498095704	-2227.257389061103	6.0
522.0	-9615.642431556324	-2194.525257602796	6.0
523.0	-9783.633516630993	-2299.4679581366668	6.0
524.0	-9731.04629094202	-2276.3041369076927	6.0
525.0	-9665.87673143458	-2192.6930267946673	6.0
