0	-7797.317980624535	-1220.56718376793	1
1	-7992.859320719959	-1202.4079884232524	1
2	-7996.00084466129	-1198.0666359440531	1
3	-7998.798567693313	-1250.97992100034	1
4	-8091.469251831274	-1300.683070755302	1
5	-8189.255101215698	-1220.2165821707665	1
6	-8115.792389484621	-1253.3758660402384	1
7	-8249.115592555214	-1162.6249758280642	1
8	-8239.402479802207	-1187.4223577971004	1
9	-8216.534520543717	-1213.104054239744	1
10	-8088.655256247255	-1116.5713103518679	1
11	-8114.172855331816	-1161.391208738485	1
12	-8140.299511318724	-1161.0496900934552	1
13	-8145.613149569905	-1217.7701017441932	1
14	-8148.417970512328	-1156.5667959271639	1
15	-8224.253920781439	-1332.7100445591632	1
16	-8253.246405798638	-1469.8589741571614	1
17	-8217.758741567934	-1344.0148904766447	1
18	-8366.91663821296	-1383.6844588763336	1
19	-8452.61708741111	-1335.5422771827682	1
20	-8359.931941491819	-1451.7285052123839	1
21	-8341.297357582627	-1477.192133994965	1
22	-8295.892718913808	-1463.6082906860208	1
23	-8292.9209260734	-1458.8451012261976	1
24	-8186.417218972422	-1314.0394178124527	1
25	-8093.0590433838715	-1289.2834894335597	1
26	-8183.02322260125	-1185.9926567991834	1
27	-8138.568446648193	-1293.3066062170344	1
28	-8081.702272779324	-1400.7758169014312	1
29	-8186.956403312942	-1563.1849817132575	1
30	-8158.383068220016	-1577.0999412359622	1
31	-8115.241673928507	-1621.1282850621835	1
32	-8003.0557475836695	-1484.442347024627	1
33	-8016.26546220356	-1545.8031471576323	1
34	-8042.458592117845	-1569.0969170991998	1
35	-7984.527167384819	-1573.3334380033466	1
36	-7955.484571262996	-1521.2864434796231	1
37	-8046.158210610809	-1671.9450818968376	1
38	-8078.416657212294	-1646.3228031367687	1
39	-8085.325406318023	-1654.2690825825846	1
40	-8188.46320032084	-1624.6845538823243	1
41	-8178.139148977388	-1538.3799273414259	1
42	-8300.511435954486	-1580.9858396694692	1
43	-8277.593309307662	-1589.5851109038895	1
44	-8307.367658612176	-1553.0452738413087	1
45	-8312.42125751478	-1553.1290683879845	1
46	-8253.282483341623	-1369.810773619557	1
47	-8257.935534424103	-1361.1157920885207	1
48	-8273.84210454238	-1251.035230027787	1
49	-8294.304407750395	-1297.9433511962854	1
50	-8176.06551682316	-1413.7582671111822	1
51	-8337.039955919827	-1337.0406249660152	1
52	-8310.830771953179	-1471.1976174104225	1
53	-8222.673143136517	-1399.3383555431797	1
54	-8198.00290672649	-1396.8745235392144	1
55	-8127.609617145245	-1388.242630802481	1
56	-8068.727809890712	-1333.4572860808214	1
